"year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
2007,36," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.84509804001426,127.115743812184
2003,54," Separated"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.60205999132796,99.6894636984864
2003,62," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.56110138364906,95.6888119067371
2006,40," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2006,53," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2007,48," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2004,23," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.11394335230684,61.1875264339915
2009,34," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2004,43," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",5.5467412584381,256.400649562425
2006,55," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.39794000867204,81.2832532842527
2007,59," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2007,60," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.02118929906994,55.7673905084923
2009,49," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.32221929473392,75.3556793180091
2006,45," Married"," Asian"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2006,31," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.77815125038364,43.7351116779821
2004,34," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.74036268949424,114.475713290347
2005,26," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2007,22," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.39794000867204,81.2832532842527
2004,40," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.22788670461367,68.5721657022738
2009,41," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2006,36," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.57978359661681,97.4932940453934
2007,38," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.13353890837022,62.3983547205685
2003,48," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.57978359661681,97.4932940453934
2006,47," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2005,47," Separated"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.11394335230684,61.1875264339915
2007,35," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.77815125038364,118.884359339886
2008,49," Married"," Asian"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.17609125905568,65.1108537153447
2004,40," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2004,32," Widowed"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.65321251377534,104.921506533664
2008,57," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2008,56," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.95424250943933,141.77517233318
2009,73," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.50514997831991,90.4819133566401
2007,29," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.30102999566398,73.7757432746946
2003,49," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2009,30," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2008,29," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.51851393987789,91.6992261117042
2004,36," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.55630250076729,95.2307125669819
2009,39," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.05307844348342,156.503510882633
2007,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2006,45," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2004,50," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4,54.5981500331442
2003,42," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",3.47712125471966,32.3664131748549
2007,58," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.77815125038364,118.884359339886
2007,48," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2003,48," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,45," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2007,41," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.70757017609794,110.782650276254
2008,27," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.53857373380686,93.5572673479306
2004,44," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2003,32," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2006,46," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2005,52," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",3.95424250943932,52.1561711699147
2003,22," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.77815125038364,43.7351116779821
2004,53," Widowed"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.76342799356294,117.146816914805
2008,34," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.77815125038364,118.884359339886
2009,38," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2009,42," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2005,25," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2004,29," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.46239799789896,86.6951548289402
2005,28," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.95424250943933,141.77517233318
2005,46," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.20411998265593,66.9616443217359
2007,55," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2004,56," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.66124460895933,105.767639622758
2005,41," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.77815125038364,118.884359339886
2009,61," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",5.17609125905568,176.989650489877
2003,47," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.17609125905568,65.1108537153447
2006,52," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.44715803134222,85.3839403789827
2004,27," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.27875360095283,72.1504556815713
2007,33," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.49136169383427,89.2428846644714
2003,58," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.17609125905568,65.1108537153447
2005,27," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.98227123303957,145.805163374625
2009,52," Separated"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2003,45," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.7160033436348,41.0998036301194
2003,22," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.22530928172586,68.3956538035455
2005,25," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39794000867204,81.2832532842527
2004,25," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2005,41," Married"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2006,54," Separated"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2007,23," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39724458101039,81.226746312023
2006,36," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.14612803567824,63.1888610037461
2004,31," Separated"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.54406804435028,94.0727147457005
2006,52," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.52891670027766,92.6581301668597
2007,46," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.34242268082221,76.8936025176112
2007,45," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.77815125038364,118.884359339886
2009,40," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.38021124171161,79.8549003093467
2004,33," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.46239799789896,86.6951548289402
2007,42," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.89762709129044,133.971500070695
2007,41," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.83250891270624,125.525498433836
2007,25," Never Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.53147891704226,92.8958447894966
2005,24," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.27875360095283,72.1504556815713
2006,24," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.77815125038364,118.884359339886
2008,51," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.25527250510331,70.4760196469445
2004,41," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.84509804001426,127.115743812184
2009,42," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2005,30," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2009,55," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4,54.5981500331442
2008,23," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.43136376415899,84.0459576539924
2003,60," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.44715803134222,85.3839403789827
2003,40," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.95424250943933,141.77517233318
2008,41," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.70757017609794,110.782650276254
2003,80," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.38021124171161,79.8549003093467
2005,53," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.57978359661681,97.4932940453934
2004,40," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",5.14612803567824,171.765132627508
2009,35," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.92348752840002,137.481247831663
2009,55," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.32221929473392,75.3556793180091
2008,24," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2007,39," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2003,30," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.55630250076729,95.2307125669819
2005,68," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.47712125471966,87.9810327856054
2004,54," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.69897000433602,109.833985642199
2008,27," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.39794000867204,81.2832532842527
2005,34," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
